PART NUMBER,GROUP,CUST PRICE,RET PRICE,CATEGORY
041304UC,PRICEGROUP7,41.5239,83.0477,3021
041421,PRICEGROUP1,49.5961,110.7302,3050
041421,PRICEGROUP2,49.5961,110.7302,3040
041421,PRICEGROUP3,53.0619,110.7302,3030
041421,PRICEGROUP4,56.5167,110.7302,3020
041421,PRICEGROUP5,59.9825,110.7302,3010
041421,PRICEGROUP6,49.5983,110.7302,3031
041421,PRICEGROUP7,56.4724,110.7302,3021
041504,PRICEGROUP1,33.45,83.0477,3050
041504,PRICEGROUP2,33.45,83.0477,3040
041504,PRICEGROUP3,36.9106,83.0477,3030
041504,PRICEGROUP4,41.5239,83.0477,3020
041504,PRICEGROUP5,44.9836,83.0477,3010
041504,PRICEGROUP6,33.45,83.0477,3031
041504,PRICEGROUP7,41.5239,83.0477,3021
041504UC,PRICEGROUP1,33.45,83.0477,3050
041504UC,PRICEGROUP2,33.45,83.0477,3040
041504UC,PRICEGROUP3,36.9106,83.0477,3030
041504UC,PRICEGROUP4,41.5239,83.0477,3020
041504UC,PRICEGROUP5,44.9836,83.0477,3010
041504UC,PRICEGROUP6,33.45,83.0477,3031
041504UC,PRICEGROUP7,41.5239,83.0477,3021
041522,PRICEGROUP1,33.45,83.0477,3050
041522,PRICEGROUP2,33.45,83.0477,3040
041522,PRICEGROUP3,36.9106,83.0477,3030
041522,PRICEGROUP4,41.5239,83.0477,3020
041522,PRICEGROUP5,44.9836,83.0477,3010
041522,PRICEGROUP6,33.45,83.0477,3031
041522,PRICEGROUP7,41.5239,83.0477,3021
041522UC,PRICEGROUP1,33.45,83.0477,3050
041522UC,PRICEGROUP2,33.45,83.0477,3040
041522UC,PRICEGROUP3,36.9106,83.0477,3030
041522UC,PRICEGROUP4,41.5239,83.0477,3020
041522UC,PRICEGROUP5,44.9836,83.0477,3010
041522UC,PRICEGROUP6,33.45,83.0477,3031
041522UC,PRICEGROUP7,41.5239,83.0477,3021
041532UC,PRICEGROUP1,33.45,83.0477,3050
041532UC,PRICEGROUP2,33.45,83.0477,3040
041532UC,PRICEGROUP3,36.9106,83.0477,3030
041532UC,PRICEGROUP4,41.5239,83.0477,3020
041532UC,PRICEGROUP5,44.9836,83.0477,3010
041532UC,PRICEGROUP6,33.45,83.0477,3031
041532UC,PRICEGROUP7,41.5239,83.0477,3021
041600,PRICEGROUP1,33.45,83.0477,3050
041600,PRICEGROUP2,33.45,83.0477,3040
041600,PRICEGROUP3,36.9106,83.0477,3030
041600,PRICEGROUP4,41.5239,83.0477,3020
041600,PRICEGROUP5,44.9836,83.0477,3010
041600,PRICEGROUP6,33.45,83.0477,3031
041600,PRICEGROUP7,41.5239,83.0477,3021
041600UC,PRICEGROUP1,33.45,83.0477,3050
041600UC,PRICEGROUP2,33.45,83.0477,3040
041600UC,PRICEGROUP3,36.9106,83.0477,3030
041600UC,PRICEGROUP4,41.5239,83.0477,3020
041600UC,PRICEGROUP5,44.9836,83.0477,3010
041600UC,PRICEGROUP6,33.45,83.0477,3031
041600UC,PRICEGROUP7,41.5239,83.0477,3021
041802,PRICEGROUP1,33.45,83.0477,3050
041802,PRICEGROUP2,33.45,83.0477,3040
041802,PRICEGROUP3,36.9106,83.0477,3030
041802,PRICEGROUP4,41.5239,83.0477,3020
041802,PRICEGROUP5,44.9836,83.0477,3010
041802,PRICEGROUP6,33.45,83.0477,3031
041802,PRICEGROUP7,41.5239,83.0477,3021
041822UC,PRICEGROUP1,33.45,83.0477,3050
041822UC,PRICEGROUP2,33.45,83.0477,3040
041822UC,PRICEGROUP3,36.9106,83.0477,3030
041822UC,PRICEGROUP4,41.5239,83.0477,3020
041822UC,PRICEGROUP5,44.9836,83.0477,3010
041822UC,PRICEGROUP6,33.45,83.0477,3031
041822UC,PRICEGROUP7,41.5239,83.0477,3021
041832UC,PRICEGROUP1,33.45,83.0477,3050
041832UC,PRICEGROUP2,33.45,83.0477,3040
041832UC,PRICEGROUP3,36.9106,83.0477,3030
041832UC,PRICEGROUP4,41.5239,83.0477,3020
041832UC,PRICEGROUP5,44.9836,83.0477,3010
041832UC,PRICEGROUP6,33.45,83.0477,3031
041832UC,PRICEGROUP7,41.5239,83.0477,3021
041902,PRICEGROUP1,33.45,83.0477,3050
041902,PRICEGROUP2,33.45,83.0477,3040
041902,PRICEGROUP3,36.9106,83.0477,3030
041902,PRICEGROUP4,41.5239,83.0477,3020
041902,PRICEGROUP5,44.9836,83.0477,3010
041902,PRICEGROUP6,33.45,83.0477,3031
041902,PRICEGROUP7,41.5239,83.0477,3021
041902UC,PRICEGROUP1,33.45,83.0477,3050
041902UC,PRICEGROUP2,33.45,83.0477,3040
041902UC,PRICEGROUP3,36.9106,83.0477,3030
041902UC,PRICEGROUP4,41.5239,83.0477,3020
041902UC,PRICEGROUP5,44.9836,83.0477,3010
041902UC,PRICEGROUP6,33.45,83.0477,3031
041902UC,PRICEGROUP7,41.5239,83.0477,3021
041922,PRICEGROUP1,33.45,83.0477,3050
041922,PRICEGROUP2,33.45,83.0477,3040
041922,PRICEGROUP3,36.9106,83.0477,3030
041922,PRICEGROUP4,41.5239,83.0477,3020
041922,PRICEGROUP5,44.9836,83.0477,3010
041922,PRICEGROUP6,33.45,83.0477,3031
041922,PRICEGROUP7,41.5239,83.0477,3021
042000,PRICEGROUP1,33.45,83.0477,3050
042000,PRICEGROUP2,33.45,83.0477,3040
042000,PRICEGROUP3,36.9106,83.0477,3030
042000,PRICEGROUP4,41.5239,83.0477,3020
042000,PRICEGROUP5,44.9836,83.0477,3010
042000,PRICEGROUP6,33.45,83.0477,3031
042000,PRICEGROUP7,41.5239,83.0477,3021
042100,PRICEGROUP1,49.5961,110.7302,3050
042100,PRICEGROUP2,49.5961,110.7302,3040
042100,PRICEGROUP3,53.0619,110.7302,3030
042100,PRICEGROUP4,56.5167,110.7302,3020
042100,PRICEGROUP5,59.9825,110.7302,3010
042100,PRICEGROUP6,49.5983,110.7302,3031
042100,PRICEGROUP7,56.4724,110.7302,3021
042100UC,PRICEGROUP1,49.5961,110.7302,3050
042100UC,PRICEGROUP2,49.5961,110.7302,3040
042100UC,PRICEGROUP3,53.0619,110.7302,3030
042100UC,PRICEGROUP4,56.5167,110.7302,3020
042100UC,PRICEGROUP5,59.9825,110.7302,3010
042100UC,PRICEGROUP6,49.5983,110.7302,3031
042100UC,PRICEGROUP7,56.4724,110.7302,3021
042120UC,PRICEGROUP1,49.5961,110.7302,3050
042120UC,PRICEGROUP2,49.5961,110.7302,3040
042120UC,PRICEGROUP3,53.0619,110.7302,3030
042120UC,PRICEGROUP4,56.5167,110.7302,3020
042120UC,PRICEGROUP5,59.9825,110.7302,3010
042120UC,PRICEGROUP6,49.5983,110.7302,3031
042120UC,PRICEGROUP7,56.4724,110.7302,3021
042404,PRICEGROUP1,33.45,83.0477,3050
042404,PRICEGROUP2,33.45,83.0477,3040
042404,PRICEGROUP3,36.9106,83.0477,3030
042404,PRICEGROUP4,41.5239,83.0477,3020
042404,PRICEGROUP5,44.9836,83.0477,3010
042404,PRICEGROUP6,33.45,83.0477,3031
042404,PRICEGROUP7,41.5239,83.0477,3021
042404UC,PRICEGROUP1,33.45,83.0477,3050
042404UC,PRICEGROUP2,33.45,83.0477,3040
042404UC,PRICEGROUP3,36.9106,83.0477,3030
042404UC,PRICEGROUP4,41.5239,83.0477,3020
042404UC,PRICEGROUP5,44.9836,83.0477,3010
042404UC,PRICEGROUP6,33.45,83.0477,3031
042404UC,PRICEGROUP7,41.5239,83.0477,3021
042502,PRICEGROUP1,33.45,83.0477,3050
042502,PRICEGROUP2,33.45,83.0477,3040
042502,PRICEGROUP3,36.9106,83.0477,3030
042502,PRICEGROUP4,41.5239,83.0477,3020
042502,PRICEGROUP5,44.9836,83.0477,3010
042502,PRICEGROUP6,33.45,83.0477,3031
042502,PRICEGROUP7,41.5239,83.0477,3021
042502UC,PRICEGROUP1,33.45,83.0477,3050
042502UC,PRICEGROUP2,33.45,83.0477,3040
042502UC,PRICEGROUP3,36.9106,83.0477,3030
042502UC,PRICEGROUP4,41.5239,83.0477,3020
042502UC,PRICEGROUP5,44.9836,83.0477,3010
042502UC,PRICEGROUP6,33.45,83.0477,3031
042502UC,PRICEGROUP7,41.5239,83.0477,3021
042602,PRICEGROUP1,33.45,83.0477,3050
042602,PRICEGROUP2,33.45,83.0477,3040
042602,PRICEGROUP3,36.9106,83.0477,3030
042602,PRICEGROUP4,41.5239,83.0477,3020
042602,PRICEGROUP5,44.9836,83.0477,3010
042602,PRICEGROUP6,33.45,83.0477,3031
042602,PRICEGROUP7,41.5239,83.0477,3021
042602UC,PRICEGROUP1,33.45,83.0477,3050
042602UC,PRICEGROUP2,33.45,83.0477,3040
042602UC,PRICEGROUP3,36.9106,83.0477,3030
042602UC,PRICEGROUP4,41.5239,83.0477,3020
042602UC,PRICEGROUP5,44.9836,83.0477,3010
042602UC,PRICEGROUP6,33.45,83.0477,3031
042602UC,PRICEGROUP7,41.5239,83.0477,3021
042702,PRICEGROUP1,33.45,83.0477,3050
042702,PRICEGROUP2,33.45,83.0477,3040
042702,PRICEGROUP3,36.9106,83.0477,3030
042702,PRICEGROUP4,41.5239,83.0477,3020
042702,PRICEGROUP5,44.9836,83.0477,3010
042702,PRICEGROUP6,33.45,83.0477,3031
042702,PRICEGROUP7,41.5239,83.0477,3021
042702UC,PRICEGROUP1,33.45,83.0477,3050
042702UC,PRICEGROUP2,33.45,83.0477,3040
042702UC,PRICEGROUP3,36.9106,83.0477,3030
042702UC,PRICEGROUP4,41.5239,83.0477,3020
042702UC,PRICEGROUP5,44.9836,83.0477,3010
042702UC,PRICEGROUP6,33.45,83.0477,3031
042702UC,PRICEGROUP7,41.5239,83.0477,3021
042904,PRICEGROUP1,33.45,83.0477,3050
042904,PRICEGROUP2,33.45,83.0477,3040
042904,PRICEGROUP3,36.9106,83.0477,3030
042904,PRICEGROUP4,41.5239,83.0477,3020
042904,PRICEGROUP5,44.9836,83.0477,3010
042904,PRICEGROUP6,33.45,83.0477,3031
042904,PRICEGROUP7,41.5239,83.0477,3021
042904UC,PRICEGROUP1,33.45,83.0477,3050
042904UC,PRICEGROUP2,33.45,83.0477,3040
042904UC,PRICEGROUP3,36.9106,83.0477,3030
042904UC,PRICEGROUP4,41.5239,83.0477,3020
042904UC,PRICEGROUP5,44.9836,83.0477,3010
042904UC,PRICEGROUP6,33.45,83.0477,3031
042904UC,PRICEGROUP7,41.5239,83.0477,3021
042914UC,PRICEGROUP1,49.5961,110.7302,3050
042914UC,PRICEGROUP2,49.5961,110.7302,3040
042914UC,PRICEGROUP3,53.0619,110.7302,3030
042914UC,PRICEGROUP4,56.5167,110.7302,3020
042914UC,PRICEGROUP5,59.9825,110.7302,3010
042914UC,PRICEGROUP6,49.5983,110.7302,3031
042914UC,PRICEGROUP7,56.4724,110.7302,3021
043100UC,PRICEGROUP1,33.45,83.0477,3050
043100UC,PRICEGROUP2,33.45,83.0477,3040
043100UC,PRICEGROUP3,36.9106,83.0477,3030
043100UC,PRICEGROUP4,41.5239,83.0477,3020
043100UC,PRICEGROUP5,44.9836,83.0477,3010
043100UC,PRICEGROUP6,33.45,83.0477,3031
043100UC,PRICEGROUP7,41.5239,83.0477,3021
043200UC,PRICEGROUP1,33.45,83.0477,3050
043200UC,PRICEGROUP2,33.45,83.0477,3040
043200UC,PRICEGROUP3,36.9106,83.0477,3030
043200UC,PRICEGROUP4,41.5239,83.0477,3020
043200UC,PRICEGROUP5,44.9836,83.0477,3010
043200UC,PRICEGROUP6,33.45,83.0477,3031
043200UC,PRICEGROUP7,41.5239,83.0477,3021
043202,PRICEGROUP1,49.5961,110.7302,3050
043202,PRICEGROUP2,49.5961,110.7302,3040
043202,PRICEGROUP3,53.0619,110.7302,3030
043202,PRICEGROUP4,56.5167,110.7302,3020
043202,PRICEGROUP5,59.9825,110.7302,3010
043202,PRICEGROUP6,49.5983,110.7302,3031
043202,PRICEGROUP7,56.4724,110.7302,3021
043302,PRICEGROUP1,49.5961,110.7302,3050
043302,PRICEGROUP2,49.5961,110.7302,3040
043302,PRICEGROUP3,53.0619,110.7302,3030
043302,PRICEGROUP4,56.5167,110.7302,3020
043302,PRICEGROUP5,59.9825,110.7302,3010
043302,PRICEGROUP6,49.5983,110.7302,3031
043302,PRICEGROUP7,56.4724,110.7302,3021
043302UC,PRICEGROUP1,49.5961,110.7302,3050
043302UC,PRICEGROUP2,49.5961,110.7302,3040
043302UC,PRICEGROUP3,53.0619,110.7302,3030
043302UC,PRICEGROUP4,56.5167,110.7302,3020
043302UC,PRICEGROUP5,59.9825,110.7302,3010
043302UC,PRICEGROUP6,49.5983,110.7302,3031
043302UC,PRICEGROUP7,56.4724,110.7302,3021
043414,PRICEGROUP1,49.5961,110.7302,3050
043414,PRICEGROUP2,49.5961,110.7302,3040
043414,PRICEGROUP3,53.0619,110.7302,3030
043414,PRICEGROUP4,56.5167,110.7302,3020
043414,PRICEGROUP5,59.9825,110.7302,3010
043414,PRICEGROUP6,49.5983,110.7302,3031
043414,PRICEGROUP7,56.4724,110.7302,3021
043430,PRICEGROUP1,49.5961,110.7302,3050
043430,PRICEGROUP2,49.5961,110.7302,3040
043430,PRICEGROUP3,53.0619,110.7302,3030
043430,PRICEGROUP4,56.5167,110.7302,3020
043430,PRICEGROUP5,59.9825,110.7302,3010
043430,PRICEGROUP6,49.5983,110.7302,3031
043430,PRICEGROUP7,56.4724,110.7302,3021
043432,PRICEGROUP1,33.45,83.0477,3050
043432,PRICEGROUP2,33.45,83.0477,3040
043432,PRICEGROUP3,36.9106,83.0477,3030
043432,PRICEGROUP4,41.5239,83.0477,3020
043432,PRICEGROUP5,44.9836,83.0477,3010
043432,PRICEGROUP6,33.45,83.0477,3031
043432,PRICEGROUP7,41.5239,83.0477,3021
043432UC,PRICEGROUP1,33.45,83.0477,3050
043432UC,PRICEGROUP2,33.45,83.0477,3040
043432UC,PRICEGROUP3,36.9106,83.0477,3030
043432UC,PRICEGROUP4,41.5239,83.0477,3020
043432UC,PRICEGROUP5,44.9836,83.0477,3010
043432UC,PRICEGROUP6,33.45,83.0477,3031
043432UC,PRICEGROUP7,41.5239,83.0477,3021
043454,PRICEGROUP1,49.5961,110.7302,3050
043454,PRICEGROUP2,49.5961,110.7302,3040
043454,PRICEGROUP3,53.0619,110.7302,3030
043454,PRICEGROUP4,56.5167,110.7302,3020
043454,PRICEGROUP5,59.9825,110.7302,3010
043454,PRICEGROUP6,49.5983,110.7302,3031
043454,PRICEGROUP7,56.4724,110.7302,3021
043454UC,PRICEGROUP1,49.5961,110.7302,3050
043454UC,PRICEGROUP2,49.5961,110.7302,3040
043454UC,PRICEGROUP3,53.0619,110.7302,3030
043454UC,PRICEGROUP4,56.5167,110.7302,3020
043454UC,PRICEGROUP5,59.9825,110.7302,3010
043454UC,PRICEGROUP6,49.5983,110.7302,3031
043454UC,PRICEGROUP7,56.4724,110.7302,3021
043804,PRICEGROUP1,33.45,83.0477,3050
043804,PRICEGROUP2,33.45,83.0477,3040
043804,PRICEGROUP3,36.9106,83.0477,3030
043804,PRICEGROUP4,41.5239,83.0477,3020
043804,PRICEGROUP5,44.9836,83.0477,3010
043804,PRICEGROUP6,33.45,83.0477,3031
043804,PRICEGROUP7,41.5239,83.0477,3021
043804UC,PRICEGROUP1,33.45,83.0477,3050
043804UC,PRICEGROUP2,33.45,83.0477,3040
043804UC,PRICEGROUP3,36.9106,83.0477,3030
043804UC,PRICEGROUP4,41.5239,83.0477,3020
043804UC,PRICEGROUP5,44.9836,83.0477,3010
043804UC,PRICEGROUP6,33.45,83.0477,3031
043804UC,PRICEGROUP7,41.5239,83.0477,3021
043904,PRICEGROUP1,49.5961,110.7302,3050
043904,PRICEGROUP2,49.5961,110.7302,3040
043904,PRICEGROUP3,53.0619,110.7302,3030
043904,PRICEGROUP4,56.5167,110.7302,3020
043904,PRICEGROUP5,59.9825,110.7302,3010
043904,PRICEGROUP6,49.5983,110.7302,3031
043904,PRICEGROUP7,56.4724,110.7302,3021
044002,PRICEGROUP1,33.45,83.0477,3050
044002,PRICEGROUP2,33.45,83.0477,3040
044002,PRICEGROUP3,36.9106,83.0477,3030
044002,PRICEGROUP4,41.5239,83.0477,3020
044002,PRICEGROUP5,44.9836,83.0477,3010
044002,PRICEGROUP6,33.45,83.0477,3031
044002,PRICEGROUP7,41.5239,83.0477,3021
044002UC,PRICEGROUP1,33.45,83.0477,3050
044002UC,PRICEGROUP2,33.45,83.0477,3040
044002UC,PRICEGROUP3,36.9106,83.0477,3030
044002UC,PRICEGROUP4,41.5239,83.0477,3020
044002UC,PRICEGROUP5,44.9836,83.0477,3010
044002UC,PRICEGROUP6,33.45,83.0477,3031
044002UC,PRICEGROUP7,41.5239,83.0477,3021
044100,PRICEGROUP1,49.5961,110.7302,3050
044100,PRICEGROUP2,49.5961,110.7302,3040
044100,PRICEGROUP3,53.0619,110.7302,3030
044100,PRICEGROUP4,56.5167,110.7302,3020
044100,PRICEGROUP5,59.9825,110.7302,3010
044100,PRICEGROUP6,49.5983,110.7302,3031
044100,PRICEGROUP7,56.4724,110.7302,3021
044132,PRICEGROUP1,49.5961,110.7302,3050
044132,PRICEGROUP2,49.5961,110.7302,3040
044132,PRICEGROUP3,53.0619,110.7302,3030
044132,PRICEGROUP4,56.5167,110.7302,3020
044132,PRICEGROUP5,59.9825,110.7302,3010
044132,PRICEGROUP6,49.5983,110.7302,3031
044132,PRICEGROUP7,56.4724,110.7302,3021
044132UC,PRICEGROUP1,49.5961,110.7302,3050
044132UC,PRICEGROUP2,49.5961,110.7302,3040
044132UC,PRICEGROUP3,53.0619,110.7302,3030
044132UC,PRICEGROUP4,56.5167,110.7302,3020
044132UC,PRICEGROUP5,59.9825,110.7302,3010
044132UC,PRICEGROUP6,49.5983,110.7302,3031
044132UC,PRICEGROUP7,56.4724,110.7302,3021
044500,PRICEGROUP1,33.45,83.0477,3050
044500,PRICEGROUP2,33.45,83.0477,3040
044500,PRICEGROUP3,36.9106,83.0477,3030
044500,PRICEGROUP4,41.5239,83.0477,3020
044500,PRICEGROUP5,44.9836,83.0477,3010
044500,PRICEGROUP6,33.45,83.0477,3031
044500,PRICEGROUP7,41.5239,83.0477,3021
044500UC,PRICEGROUP1,33.45,83.0477,3050
044500UC,PRICEGROUP2,33.45,83.0477,3040
044500UC,PRICEGROUP3,36.9106,83.0477,3030
044500UC,PRICEGROUP4,41.5239,83.0477,3020
044500UC,PRICEGROUP5,44.9836,83.0477,3010
044500UC,PRICEGROUP6,33.45,83.0477,3031
044500UC,PRICEGROUP7,41.5239,83.0477,3021
044502,PRICEGROUP1,33.45,83.0477,3050
044502,PRICEGROUP2,33.45,83.0477,3040
044502,PRICEGROUP3,36.9106,83.0477,3030
044502,PRICEGROUP4,41.5239,83.0477,3020
044502,PRICEGROUP5,44.9836,83.0477,3010
044502,PRICEGROUP6,33.45,83.0477,3031
044502,PRICEGROUP7,41.5239,83.0477,3021
044600,PRICEGROUP1,33.45,83.0477,3050
044600,PRICEGROUP2,33.45,83.0477,3040
044600,PRICEGROUP3,36.9106,83.0477,3030
044600,PRICEGROUP4,41.5239,83.0477,3020
044600,PRICEGROUP5,44.9836,83.0477,3010
044600,PRICEGROUP6,33.45,83.0477,3031
044600,PRICEGROUP7,41.5239,83.0477,3021
044600UC,PRICEGROUP1,33.45,83.0477,3050
044600UC,PRICEGROUP2,33.45,83.0477,3040
044600UC,PRICEGROUP3,36.9106,83.0477,3030
044600UC,PRICEGROUP4,41.5239,83.0477,3020
044600UC,PRICEGROUP5,44.9836,83.0477,3010
044600UC,PRICEGROUP6,33.45,83.0477,3031
044600UC,PRICEGROUP7,41.5239,83.0477,3021
044720UC,PRICEGROUP1,49.5961,110.7302,3050
044720UC,PRICEGROUP2,49.5961,110.7302,3040
044720UC,PRICEGROUP3,53.0619,110.7302,3030
044720UC,PRICEGROUP4,56.5167,110.7302,3020
044720UC,PRICEGROUP5,59.9825,110.7302,3010
044720UC,PRICEGROUP6,49.5983,110.7302,3031
044720UC,PRICEGROUP7,56.4724,110.7302,3021
045200,PRICEGROUP1,49.5961,110.7302,3050
045200,PRICEGROUP2,49.5961,110.7302,3040
045200,PRICEGROUP3,53.0619,110.7302,3030
045200,PRICEGROUP4,56.5167,110.7302,3020
045200,PRICEGROUP5,59.9825,110.7302,3010
045200,PRICEGROUP6,49.5983,110.7302,3031
045200,PRICEGROUP7,56.4724,110.7302,3021
045300,PRICEGROUP1,33.45,83.0477,3050
045300,PRICEGROUP2,33.45,83.0477,3040
045300,PRICEGROUP3,36.9106,83.0477,3030
045300,PRICEGROUP4,41.5239,83.0477,3020
045300,PRICEGROUP5,44.9836,83.0477,3010
045300,PRICEGROUP6,33.45,83.0477,3031
045300,PRICEGROUP7,41.5239,83.0477,3021
045300UC,PRICEGROUP1,33.45,83.0477,3050
045300UC,PRICEGROUP2,33.45,83.0477,3040
045300UC,PRICEGROUP3,36.9106,83.0477,3030
045300UC,PRICEGROUP4,41.5239,83.0477,3020
045300UC,PRICEGROUP5,44.9836,83.0477,3010
045300UC,PRICEGROUP6,33.45,83.0477,3031
045300UC,PRICEGROUP7,41.5239,83.0477,3021
045500,PRICEGROUP1,33.45,83.0477,3050
045500,PRICEGROUP2,33.45,83.0477,3040
045500,PRICEGROUP3,36.9106,83.0477,3030
045500,PRICEGROUP4,41.5239,83.0477,3020
045500,PRICEGROUP5,44.9836,83.0477,3010
045500,PRICEGROUP6,33.45,83.0477,3031
045500,PRICEGROUP7,41.5239,83.0477,3021
045500UC,PRICEGROUP1,33.45,83.0477,3050
045500UC,PRICEGROUP2,33.45,83.0477,3040
045500UC,PRICEGROUP3,36.9106,83.0477,3030
045500UC,PRICEGROUP4,41.5239,83.0477,3020
045500UC,PRICEGROUP5,44.9836,83.0477,3010
045500UC,PRICEGROUP6,33.45,83.0477,3031
045500UC,PRICEGROUP7,41.5239,83.0477,3021
045600,PRICEGROUP1,33.45,83.0477,3050
045600,PRICEGROUP2,33.45,83.0477,3040
045600,PRICEGROUP3,36.9106,83.0477,3030
045600,PRICEGROUP4,41.5239,83.0477,3020
045600,PRICEGROUP5,44.9836,83.0477,3010
045600,PRICEGROUP6,33.45,83.0477,3031
045600,PRICEGROUP7,41.5239,83.0477,3021
045600UC,PRICEGROUP1,33.45,83.0477,3050
045600UC,PRICEGROUP2,33.45,83.0477,3040
045600UC,PRICEGROUP3,36.9106,83.0477,3030
045600UC,PRICEGROUP4,41.5239,83.0477,3020
045600UC,PRICEGROUP5,44.9836,83.0477,3010
045600UC,PRICEGROUP6,33.45,83.0477,3031
045600UC,PRICEGROUP7,41.5239,83.0477,3021
045602UC,PRICEGROUP1,33.45,83.0477,3050
045602UC,PRICEGROUP2,33.45,83.0477,3040
045602UC,PRICEGROUP3,36.9106,83.0477,3030
045602UC,PRICEGROUP4,41.5239,83.0477,3020
045602UC,PRICEGROUP5,44.9836,83.0477,3010
045602UC,PRICEGROUP6,33.45,83.0477,3031
045602UC,PRICEGROUP7,41.5239,83.0477,3021
045700,PRICEGROUP1,33.45,83.0477,3050
045700,PRICEGROUP2,33.45,83.0477,3040
045700,PRICEGROUP3,36.9106,83.0477,3030
045700,PRICEGROUP4,41.5239,83.0477,3020
045700,PRICEGROUP5,44.9836,83.0477,3010
045700,PRICEGROUP6,33.45,83.0477,3031
045700,PRICEGROUP7,41.5239,83.0477,3021
045700UC,PRICEGROUP1,33.45,83.0477,3050
045700UC,PRICEGROUP2,33.45,83.0477,3040
045700UC,PRICEGROUP3,36.9106,83.0477,3030
045700UC,PRICEGROUP4,41.5239,83.0477,3020
045700UC,PRICEGROUP5,44.9836,83.0477,3010
045700UC,PRICEGROUP6,33.45,83.0477,3031
045700UC,PRICEGROUP7,41.5239,83.0477,3021
046002,PRICEGROUP1,33.45,83.0477,3050
046002,PRICEGROUP2,33.45,83.0477,3040
046002,PRICEGROUP3,36.9106,83.0477,3030
046002,PRICEGROUP4,41.5239,83.0477,3020
046002,PRICEGROUP5,44.9836,83.0477,3010
046002,PRICEGROUP6,33.45,83.0477,3031
046002,PRICEGROUP7,41.5239,83.0477,3021
046002UC,PRICEGROUP1,33.45,83.0477,3050
046002UC,PRICEGROUP2,33.45,83.0477,3040
046002UC,PRICEGROUP3,36.9106,83.0477,3030
046002UC,PRICEGROUP4,41.5239,83.0477,3020
046002UC,PRICEGROUP5,44.9836,83.0477,3010
046002UC,PRICEGROUP6,33.45,83.0477,3031
046002UC,PRICEGROUP7,41.5239,83.0477,3021
046102,PRICEGROUP1,49.5961,110.7302,3050
046102,PRICEGROUP2,49.5961,110.7302,3040
046102,PRICEGROUP3,53.0619,110.7302,3030
046102,PRICEGROUP4,56.5167,110.7302,3020
046102,PRICEGROUP5,59.9825,110.7302,3010
046102,PRICEGROUP6,49.5983,110.7302,3031
046102,PRICEGROUP7,56.4724,110.7302,3021
046200,PRICEGROUP1,33.45,83.0477,3050
046200,PRICEGROUP2,33.45,83.0477,3040
046200,PRICEGROUP3,36.9106,83.0477,3030
046200,PRICEGROUP4,41.5239,83.0477,3020
046200,PRICEGROUP5,44.9836,83.0477,3010
046200,PRICEGROUP6,33.45,83.0477,3031
046200,PRICEGROUP7,41.5239,83.0477,3021
046200UC,PRICEGROUP1,49.5961,110.7302,3050
046200UC,PRICEGROUP2,49.5961,110.7302,3040
046200UC,PRICEGROUP3,53.0619,110.7302,3030
046200UC,PRICEGROUP4,56.5167,110.7302,3020
046200UC,PRICEGROUP5,59.9825,110.7302,3010
046200UC,PRICEGROUP6,49.5983,110.7302,3031
046200UC,PRICEGROUP7,56.4724,110.7302,3021
046402,PRICEGROUP1,49.5961,110.7302,3050
046402,PRICEGROUP2,49.5961,110.7302,3040
046402,PRICEGROUP3,53.0619,110.7302,3030
046402,PRICEGROUP4,56.5167,110.7302,3020
046402,PRICEGROUP5,59.9825,110.7302,3010
046402,PRICEGROUP6,49.5983,110.7302,3031
046402,PRICEGROUP7,56.4724,110.7302,3021
046402UC,PRICEGROUP1,49.5961,110.7302,3050
046402UC,PRICEGROUP2,49.5961,110.7302,3040
046402UC,PRICEGROUP3,53.0619,110.7302,3030
046402UC,PRICEGROUP4,56.5167,110.7302,3020
046402UC,PRICEGROUP5,59.9825,110.7302,3010
046402UC,PRICEGROUP6,49.5983,110.7302,3031
046402UC,PRICEGROUP7,56.4724,110.7302,3021
046700,PRICEGROUP1,49.5961,110.7302,3050
046700,PRICEGROUP2,49.5961,110.7302,3040
046700,PRICEGROUP3,53.0619,110.7302,3030
046700,PRICEGROUP4,56.5167,110.7302,3020
046700,PRICEGROUP5,59.9825,110.7302,3010
046700,PRICEGROUP6,49.5983,110.7302,3031
046700,PRICEGROUP7,56.4724,110.7302,3021
046700UC,PRICEGROUP1,49.5961,110.7302,3050
046700UC,PRICEGROUP2,49.5961,110.7302,3040
046700UC,PRICEGROUP3,53.0619,110.7302,3030
046700UC,PRICEGROUP4,56.5167,110.7302,3020
046700UC,PRICEGROUP5,59.9825,110.7302,3010
046700UC,PRICEGROUP6,49.5983,110.7302,3031
046700UC,PRICEGROUP7,56.4724,110.7302,3021
046800,PRICEGROUP1,49.5961,110.7302,3050
046800,PRICEGROUP2,49.5961,110.7302,3040
046800,PRICEGROUP3,53.0619,110.7302,3030
046800,PRICEGROUP4,56.5167,110.7302,3020
046800,PRICEGROUP5,59.9825,110.7302,3010
046800,PRICEGROUP6,49.5983,110.7302,3031
046800,PRICEGROUP7,56.4724,110.7302,3021
046800UC,PRICEGROUP1,49.5961,110.7302,3050
046800UC,PRICEGROUP2,49.5961,110.7302,3040
046800UC,PRICEGROUP3,53.0619,110.7302,3030
046800UC,PRICEGROUP4,56.5167,110.7302,3020
