Customer,Company name,Category
MAP01,MURGON AUTO PARTS & OUTDOORS,3030
MAR28,MARSON REPAIRS & HIRE PTY LTD,3010
MAR34,AUTOPRO MARGARET RIVER,3021
MAR48,MARYBOROUGH BEARINGS & IND SPL,3010
MAR59,AUTOBARN MARYBOROUGH,3021
MAR62,AUTOBARN MAROOCHYDORE,3021
MAR99,MARKETING - TRIAL SITES,3030
MAS00,MASS DRILL AND BLAST P/L,3020
MAS06,MASTER BRAKE & CLUTCH,3050
MAT00,MATILDA AUTO PARTS,3030
MAT01,MATTHEWS BROS ENGINEERING PTY,3030
MAX08,AUTOPRO NARRABRI,3021
MAX11,MAXIPARTS PTY LTD,3030
MAX14,MAXIPARTS - WINNELLIE,3030
MAX15,MAXIPARTS - BENDIGO,3030
MAX20,MAXIPARTS - BURPENGARY,3030
MAX21,MAXIPARTS - GLADSTONE,3030
MAX22,MAXIPARTS - IPSWICH,3030
MAX23,MAXIPARTS - MACKAY,3030
MAX24,MAXIPARTS - PARKINSON,3030
MAX25,MAXIPARTS - YATALA,3030
MAY06,MAYDAY AUTO PARTS &ACCESSORIES,3050
MAZ05,MAZCARE,3020
MCB01,MCBURNIE GROUP PTY LTD,3030
MCD06,MCDONALD MURPHY MACHINERY,3010
MCG03,AUTOBARN MACGREGOR,3021
MCI03,MCINTOSH & SON,3030
MDN00,MD & NS EVANS PTY LTD (Autopro,3030
MEG03,MEGA PARTS AUTO ONE,3030
MEK01,MEKONG SPARE PARTS,3030
MEL05,AUTOBARN MELTON,3021
MEL06,MELBOURNE TRUCK CENTRE,3030
MEL13,MELBOURNE TRACTORS PTY LTD,3030
MET24,METRO AUTO SPARES,3030
MID11,MIDTOWN AUTO ONE,3030
MID19,AUTO ONE MIDLAND,3030
MIK05,MIKE STREET'S AUTO PARTS PTY L,3020
MIL07,AUTOBARN MILDURA,3021
MIL16,MILDURA TRUCK CENTRE,3010
MIL18,AUTOBARN MILE END,3021
MIL24,AUTOBARN MILE END,3021
MKZ00,mkz,3020
MMM00,MMM MACHINERY PTY LTD,3030
MON00,AUTOBARN MONA VALE,3021
MOO08,AUTOBARN MOONAH,3021
MOO09,AUTOPRO MOORA,3021
MOO15,AUTOPRO MOORA (USE MOO09),3021
MOP00,MOPARTS PTY LTD,3050
MOR00,MORAWA RURAL ENTERPRISES,3010
MOR03,AUTOBARN MORNINGTON,3021
MOR06,GTC AUTO PARTS,3030
MOR18,MOREE REPLACEMENT PARTS,3020
MOR30,MORPHETT VALE BRAKE & CLUTCH,3030
MOS01,MOSS VALE AUTO PARTS,3030
MOT06,MOTOR SPARES,3030
MOT07,MOTOR SPARES,3030
MOT16,MOTOR SPARES,3031
MOT19,MOTOR COMPONENTS,3050
MOT22,MOTOR CO PTY LTD,3020
MOT29,MOTORMATE - AUTOPRO ELIZABETH,3030
MOU07,AUTOBARN MOUNT GAMBIER,3021
MOU12,AUTOBARN MOUNT ISA,3021
MOU13,MOUNT SHOP LTD,3010
MOU15,MOUNTS MACHINERY,3020
MTB02,AUTOBARN MT BARKER,3021
MTB03,AUTOPRO MT BARKER,3030
MTD00,AUTOBARN MT DRUITT (closed),3021
MUD02,MUDGEE SPARES AUTO ONE,3031
MUR12,MURRAY BRIDGE AUTO PARTS,3030
MYT00,MY TUFF 4X4,3010
NAM01,NAMIISS GAUGE & CONTROL,3030
NAM05,AUTOBARN NAMBOUR,3021
NAN03,NANANGO SPARE PARTS,3030
NAR08,AUTOBARN NARRE WARREN,3021
NBC00,NBC ENGINEERING,3030
NBS01,NBS BRAKE SUPPLIES,3030
NEL02,NELSON INSTRUMENT AND CONTROL,3020
NEP00,NEPEAN SPARE PARTS PTY LTD,3031
NEW20,NEW BRAKES AND MECHANICAL REPA,3050
NOA01,AUTOBARN NOARLUNGA,3021
NOA02,AUTOPRO NOARLUNGA,3030
NOE00,NOEL COMERFORDS AUTO PARTS AN,3030
NOL01,NOLANS AUTO PARTS,3030
NOL03,NOLAN CYLINDER HEADS AND AUTO,3030
NOO00,AUTOPRO NOOSA,3021
NOR01,NORTH BRISBANE TRUCK SPARES,3030
NOR23,NORTHERN FLEET MAINTENANCE,3050
NOR24,AUTOBARN ALTONA,3021
NOR28,NORTH ESSENDON GROUP AUTO SPAR,3050
NOR54,NORTH EASTERN BEARINGS,3030
NOR70,NORTHERN BRAKE & CLUTCH P/L,3050
NOR73,NORTH EAST EXHAUST & BRAKE,3030
NOW00,AUTOBARN NOWRA,3021
NST99,FLEXIBLE DRIVE NSW SALES TEST,3030
NUN00,AUTOBARN NUNAWADING,3021
NUR01,AUTOPRO/SPRINT NURIOOTPA,3021
ODI00,ODIN AUTO PARTS PTY LTD,3030
OLD01,OLD SKOOL AUTO PARTS,3020
ORA00,ORANGE BRAKE & CLUTCH CENTRE,3031
ORA01,AUTOBARN ORANGE,3021
ORA04,AUTOBARN ORANGE,3021
OSB06,OSBORNE BRAKE SUPPLIES,3030
OUT00,OUT AND ABOUT BRAKES,3030
OZI00,OZIE SPARE PARTS AND ACCESSORI,3040
OZI01,AUTO ONE CHIPPING NORTON,3040
P-B00,PETERSONS GLOBAL SALES LTD,3030
P-H00,P&H JENNINGS HEAVY MACHINERY G,3010
PAB00,PABS DISCOUNT CARPARTS,3031
PAC03,PACIFIC SPARES AUTO ONE,3030
PAC13,PAC PERFORMANCE,3020
PAK01,STARK INDUSTRIES OZ PTY LTD,3030
PAL04,AUTOBARN PALMERSTON,3021
PAR10,PARRAMATTA BRAKE & CLUTCH SERV,3030
PAR13,PARTS IN MOTION P/L,3050
PAR18,PART MASTERS PTY LTD,3030
PAR19,PARTS FOR CARS,3030
PAR20,PARKES BEARINGS 'N PARTS PTY L,3020
PAY05,PAYLESS AUTO SPARES,3030
PED01,PEDDERS SUSPENSION & BRAKES BE,3030
PEN00,AUTOBARN PENRITH,3021
PEN02,AUTOBARN PENRITH,3021
PEN03,PENINSULA AUTO SPARES (QLD) PL,3030
PEN04,PENRITH BRAKE & CLUTCH SERVICE,3030
PEP03,PEP S AUTO SPARES-NOWRA,3020
PEP05,PEP'S AUTO SPARES - NARELLAN,3030
PEP06,PEPS AUTO SPARES (LIVERPOOL),3030
PEP10,AUTO ONE TAREE,3020
PER14,PERTH BRAKE PARTS,3050
PER18,PERTH BRAKE CLUTCH & EXHAUST,3030
PHI00,AUTOBARN PHILLIP,3021
PHI15,PHILIPS AUTO ELECTRICAL SUPPLI,3030
PIN02,AUTO ONE PINJARRA,3030
PIR02,AUTOPRO PORT PIRIE,3021
PIR04,PIRTEK BALLARAT,3030
PJA01,PARTS 4 OCEAN GROVE,3030
POO00,POOLE & JACKSON P/L,3030
POP04,POPS INDUSTRIAL,3030
POR14,AUTO ONE PORT AUGUSTA,3030
POR19,AUTOBARN PORT MACQUARIE,3021
POR20,AUTOBARN PORT MACQUARIE,3021
POR21,AUTOPRO PORT LINCOLN,3021
POR22,PORT ADELAIDE AUTO PARTS,3050
POR23,PORTLAND AUTO SPARES P/L,3010
POR25,AUTOPRO PORT AUGUSTA,3021
POW07,POWERTECH GROUP PTY LTD,3030
POW09,A1 AUTOPARTS GOROKAN,3020
POW29,POWER BRAKES SA PTY LTD,3050
POW30,POWER EQUIPMENT PTY LTD,3010
PRE13,AUTOBARN PRESTON,3021
PRE19,PRECEDENCE GEN AUTOMOTIVE,3010
PRE26,PREMIUM BRAKE AND CLUTCH SERVI,3030
PRO03,PROPARTS MITTAGONG,3030
PRO04,PROSERPINE AUTO ELECTRICS P/L,3030
PRO27,PRO PARTS AUTO ONE MORLEY,3030
PRO34,PROPARTS AUST,3030
PUM04,PUMPSET TECHNOLOGY LIMITED,3020
QLT99,FLEXIBLE DRIVE QLD SALES TEST,3030
QUE02,MAXIPARTS - RICHLANDS,3030
QUI03,QUINLAN AUTO SPARES,3030
RAC01,RACE BRAKE SYDNEY,3031
RAC05,RACEWAY MOTORCYCLES,3030
RAN02,RANDALLS EQUIPMENT CO (VIC) PL,3030
RAP01,RAPID HOSE SYSTEMS BENALLA,3030
RAR00,RARE SPARES ADELAIDE,3020
RAR01,RARE SPARES BRISBANE,3050
RAR03,RARE SPARES BRISBANE,3050
RAR04,RARE SPARES BRISBANE SOUTH,3050
RAR05,RARE SPARES GOLD COAST,3050
RAR06,RARE SPARES ADELAIDE,3030
RAR07,RARE PARTS WA,3030
RAV01,BURSON AUTO PARTS RAVENHALL,3020
RAY08,AUTOPRO RAYMOND TERRACE,3021
RDO00,RDO EQUIPMENT PTY LTD,3010
RE474,RAP CLAREMONT,3010
RE578,MOTO PARTS ON THE MOVE,3030
REA00,REALPORT TRADERS,3030
RED21,REDWOOD CLASSIC CARS,3010
REG00,REGIONAL AUTO SUPPLIES,3031
REL00,RELIANCE BRAKES & MECHANICAL P,3031
REP03,REPAIRCRAFT PLC,3030
RES05,RESTORATION SPARES,3020
REV00,REVVINS AUTOPRO CESSNOCK,3021
REX04,REXEL AUSTRALIA (NSW),3020
REX05,REXEL AUSTRALIA (QLD),3020
RIN00,RINLATECH ENGINEERING PTY LTD,3010
RIN03,AUTOBARN RINGWOOD,3021
RIV07,RIVERLAND AGRI SERVICES,3020
RJA01,AUTOPRO CEDUNA,3021
ROB11,ROBINSON INSTRUMENTS 2021 LTD,3030
ROB18,AUTOPRO ROBINVALE(use ROB18),3021
ROB25,AUTOPRO ROBINVALE,3021
ROC04,AUTOBARN ROCKHAMPTON,3021
ROC05,ROCKHAMPTON AUTO SPARES,3030
ROC20,ROCKINGHAM AUTO ONE,3030
ROC25,AUTOPRO ROCKHAMPTON,3021
ROC32,ROCKWELL TECHNOLOGY,3020
ROG04,ROGER SMITH AUTO PARTS,3030
ROT06,no use AUTOBARN ROTHWELL NO US,3021
ROT09,ROTOR SPORT DEVELOPMENTS,3020
ROT10,AUTOBARN ROTHWELL,3021
ROT11,ROTARET HYDRAULIC ENGINEERING,3030
ROY10,ROYLANCES TRACTOR REPLACEMENTS,3020
RPA00,R P AUTO SPARES,3010
SAB02,S.A BRAKE AND CLUTCH,3050
SAL05,AUTOPRO SALISBURY,3030
SAL07,AUTOBARN SALE,3021
SAT99,FLEXIBLE DRIVE SA SALES TEST A,3010
SBS01,STOPMASTER BRAKE SERVICE,3040
SCH13,SCHILL AUTO PARTS,3030
SCO09,AUTO ONE SCONE,3030
SEQ00,SEQ AUTO PARTS,3020
SEV05,SEVEN DAY SPARES,3050
SEY03,AUTOBARN SEYMOUR,3021
SEY04,MAC'S DIESEL SERVICE,3030
SGE00,SGESCO AUTO PARTS,3030
SHE10,SHEATHERS MACHINERY PTY LTD,3020
SHE28,SHEPP CITY BEARINGS PTY LTD,3030
SHE29,AUTOBARN SHEPPARTON,3021
SKI16,SKI'S AUTOMOTIVE TRADE PARTS,3030
SLA00,SLACKS CREEK BRAKE & CLUTCH,3040
SMA02,CLASSIC FORD SMALL SUPPLIES,3020
SMA03,SMAILL HORSE TRACTORS AUST,3010
SMI04,SMITHS AUTO PERFORMANCE,3030
SOL01,SOLID MECHANICAL & ENGINEERING,3030
SOM00,AUTOPRO SOMERVILLE,3021
SOU12,MOTO PARTS ON THE MOVE,3010
SOU21,SOURCE MY PARTS PTY LTD,3020
SOU36,SOUTHSTATE INDUSTRIAL SUPPLIES,3020
SOU56,AUTOBARN SOUTHBANK,3021
SOU76,SOUTHERN PERFORMANCE SPARES(A1,3030
SPA04,SPARCO AUTO PARTS,3031
SPE02,SPEEDS HOLDEN SPARES,3030
SPE17,VLI DIESEL PTY LIMITED,3020
SPE28,SPENCER GULF BEARING SUPPLY CO,3010
SPE39,SPECIALISED BRAKE & CLUTCH,3050
SPR00,SPRINT AUTO PARTS GOLDEN GROVE,3030
SPR01,AUTOPRO GAWLER,3021
SPR03,AUTOPRO MAWSON LAKES,3030
SPR05,AUTOPRO/SPRINT ABERFOYLE PARK,3030
SPR11,PARTS4 MILDURA,3030
SPR12,AUTOPRO/SPRINT PARAFIELD GARDE,3021
SPR16,AUTOPRO MUNNO PARA,3021
SPR17,AUTOPRO/SPRINT KILKENNY,3030
SPR18,AUTOPRO HOLDEN HILL,3030
SPR19,AUTOPRO REYNELLA,3030
SPR22,AUTO ONE SEAFORD,3030
SPR25,AUTOPRO CEDUNA,3021
SPR26,SPRINT STRATHALBYN,3030
SPR27,AUTOPRO HECTORVILLE,3030
SPR29,AUTOPRO/SPRINT KADINA,3021
SPR32,AUTOPRO INGLE FARM,3021
STA15,STAWELL AUTO PRO,3050
STA44,STAWELL HYDRAULICS PTY LTD,3030
STA45,STAUNCH MACHINERY AUSTRALIA P/,3030
STE07,STERLING AUTO ELEC SUPPLIES,3010
STE08,STEERING BRAKE & CLUTCH,3031
STM01,AUTO ONE ST MARYS,3030
STO02,AUTOBARN STONES CORNER,3021
STO10,STOKIE'S AUTOMOTIVE SPARES PL,3040
STR10,AUTOBARN STRATHPINE,3021
SUN10,SUNBURY BRAKES PTY LTD,3030
SUN13,SUNSHINE REFUELLERS PTY LTD,3030
SUN20,SUNRAYSIA MARINE,3030
SUN21,AUTOBARN SUNBURY,3021
SUN24,SUNSHINE COAST BRAKE AND CLUTC,3030
SUN25,COOLUM CAR BITZ P/L,3030
SUP08,SUPER POWER EXHAUST & AUTO PAR,3030
SUP10,SUPREME FORKLIFTS,3030
SUP17,SUPER MOTOR SPARES,3030
SUP29,SUPEROO FALCON SPARES PTY LTD,3030
SUT03,SUTTONS MOTORS,3020
SUT08,SUTHERLAND SHIRE CLUTCH & BRAK,3030
SUZ03,SUZI STORE,3010
SWA15,AUTOBARN SWAN HILL,3021
SYM01,SYMO AUTO-KNOW,3010
TAM01,AUTOBARN TAMWORTH,3021
TAR08,AUTOPRO TAREE,3021
TAT99,FLEXIBLE DRIVE TAS SALES TEST,3020
TCR00,TCR,3031
TER06,TERRY S AUTO PARTS,3020
THE05,THE MANCAVE GARAGE,3020
THO10,THOMAS PARKER,3010
THO13,THOMAS BRAKE CLUTCH & TYRES,3040
TID01,TIDD ROSS TODD LTD,3030
TNT00,TNT AUTO PARTS,3030
TOM00,TOM O'DEA AUTO SPARES,3030
TON06,TONY'S TRUCK PARTS PTY LTD,3010
TOO03,AUTOBARN TOOWOOMBA,3021
TOR15,TORNADO SOLUTIONS PTY LTD,3030
TOW03,AUTOBARN TOWNSVILLE,3021
TRA05,TRANZMILE KINGAROY,3020
TRA07,TRANS TASMAN ENGINEERING LTD,3030
TRA37,TRANZMILE PTY LTD,3020
TRA50,AUTOBARN TRARALGON,3021
TRA59,TRACTORS & IND'L MACHINERY,3020
TRA64,TRADE AUTO PARTS,3030
TRA65,TRADE BRAKE AND CLUTCH CO,3031
TRE08,TRELLEBORG MARINE SYSTEMS,3030
TRI00,TRIPLE S AUTOPRO,3021
TRU01,TRUCKLINE (ALBANY),3030
TRU05,TRUCKLINE (PORT HEDLAND),3030
TRU07,TRUCKLINE (TAMWORTH),3030
TRU08,TRUCKLINE (DARRA),3030
TRU09,TRUCKLINE (TOOWOOMBA),3030
TRU10,TRUCKLINE (TOWNSVILLE),3030
TRU11,TRUCKLINE (ROCKHAMPTON),3030
TRU12,TRUCKLINE (BOTANY),3030
TRU13,TRUCKLINE (GOSFORD),3030
TRU14,TRUCK CAR MARINE ELECTRICS P/L,3010
TRU20,TRUCKLINE (WELSHPOOL),3030
TRU21,TRUCKLINE (REGENCY PARK),3030
TRU26,TRUCKLINE PARTS CENTRES,3030
TRU28,TRUCKLINE (NEWCASTLE),3030
TRU30,TRUCKLINE (BUNBURY),3030
TRU31,TRUCKLINE (SPEARWOOD),3030
TRU32,TRUCKLINE (KALGOORLIE),3030
TRU33,TRUCKLINE (GERALDTON),3030
TRU34,TRUCKLINE PARTS (MIDVALE),3030
TRU35,TRUCKLINE (VIRGINIA),3030
TRU37,TRUCKLINE (WETHERILL PARK),3030
TRU38,TRUCKLINE (PAGET),3030
TRU39,TRUCKZONE - CHIPPING NORTON,3030
TRU40,TRUCKZONE - WETHERILL PARK,3030
TRU41,TRUCKZONE - ROCKLEA,3030
TRU42,TRUCKZONE - TOWNSVILLE,3030
TRU43,TRUCKZONE - ROCKHAMPTON,3030
TRU44,TRUCKZONE - SUNSHINE WEST,3030
TRU45,TRUCKZONE - PAKENHAM,3030
TRU46,TRUCKZONE - WELSHPOOL,3030
TRU47,TRUCKZONE - PORT HEDLAND,3030
TRU48,TRUCKLINE (GRIFFITH),3030
TRU49,TRUCKLINE (IPSWICH),3030
TRU50,TRUCKLINE (BALLARAT),3030
TRU51,TRUCKLINE (BROOKLYN),3030
TRU52,TRUCKLINE (CAMPBELLFIELD),3030
TRU53,TRUCKLINE (GEELONG),3030
TRU54,TRUCKLINE (HALLAM),3030
TRU55,TRUCKLINE (WANGARATTA),3030
TRU57,TRUCKLINE (WOLLONGONG),3030
TTP00,TTP TRUCK & TRAILER PARTS P/L,3030
TUG00,AUTOBARN TUGGERANONG,3021
TUG01,BURSON AUTO PARTS TUGGERANONG,3010
TUN01,TUNCURRY AUTO SPARES,3030
TWE00,BHSS-TBS Automotive Engineers,3030
TWE03,AUTO ONE MURWILLUMBAH,3040
TWE04,AUTOBARN TWEED HEADS,3021
TWO03,AUTOPRO TWO WELLS,3030
ULT05,ULTIMATE MOAMA,3030
UNI14,UNIVERSAL SPARES,3030
UPP00,AUTOBARN UPPER COOMERA,3021
VAC04,VACUUM TRUCK SUPPLIES PTY LTD,3030
VAL05,VALLEY HYDRAULICS,3030
VIL01,AUTOBARN VILLAWOOD,3021
VIL02,AUTOBARN VILLAWOOD,3021
VIR02,AUTOBARN VIRGINIA,3021
VIT99,FLEXIBLE DRIVE VIC SALES TEST,3030
VON01,VON PACE WHOLESALE PTY LTD,3030
VRT00,VRT AUTO AND FARM,3030
W-P00,W & P PUMPS AND DAIRY SERVICES,3030
WAG02,UNITED EQUIPMENT PTY LTD,3030
WAG07,WAGGA TRACTOR PARTS,3010
WAI03,AUTO ONE WAITARA,3030
WAL00,WALSH S AUTO,3040
WAL08,WALTANNA AUSTRALIA,3030
WAN02,AUTOPRO WANNEROO,3021
WAN04,WANGARATTA BRAKE CLUTCH & AUTO,3030
WAR04,AUTOBARN WARRIEWOOD,3021
WAR05,WARD MOTORS (GRIFFITH) PTY LTD,3030
WAR06,WARRINGAH BRAKE & CLUTCH CENTR,3040
WAR21,AUTO ONE WARWICK,3030
WAR24,AUTOBARN WARNERS BAY,3021
WAR26,WARRNAMBOOL HYDRAULICS,3010
WAR28,AUTOBARN WARRNAMBOOL,3021
WARDMOTORS,AUTOBARN ARMIDALE,3021
WAT24,WATERBLASTER REPAIRS,3030
WAT99,FLEXIBLE DRIVE WA SALES TEST A,3031
WAU04,AUTOBARN WAURN PONDS,3021
WDP00,WD & PR SURPLICE P/L,3030
WEN01,WENTY SPARES & PERFORMANCE,3030
WER01,WERRIBEE AUTO PARTS,3050
WES05,WESTERN CLUTCH SERVICE PTY LTD,3030
WES72,WESTAR TRUCKS (Use Capricorn A,3030
WES94,LANDMARK - AWB (QLD),3030
WES96,LANDMARK - AN AWB COMPANY (W),3030
WES99,WESTERN TRUCK SALES P/L,3030
WHI04,WHITEHORSE TRUCK CENTRES P/L.,3030
WHI09,WHITE DIESELS AUSTRALIA PTY LT,3010
WHI16,A1 AUTOPARTS WHITTLESEA,3030
WHO00,WHOLESALE CAR PARTS AUSTRALIA,3020
WHY01,WHYALLA BRAKE AND CLUTCH,3050
WID01,WIDE BAY AUTO PARTS,3010
WIL01,WILLIAM ADAMS PTY LTD,3030
WIM05,WIMMERA BEARINGS AUST PTY LTD,3030
WIN12,A1 AUTOPARTS WINNELLIE,3030
WIN14,WINDSOR AUTO SPARES PTY LTD,3010
WIN16,BRANDT TRACTOR P/L BROWN HILL,3010
WOD00,WODONGA BRAKE & CLUTCH,3050
WOL00,WOLLONGONG AUTO SUPPLIES,3030
WOL01,WOLLONGONG AUTO SUPPLIES,3030
WOL03,AUTO ONE GATESHEAD / NEWCASTLE,3020
WON01,AUTOPRO WONTHAGGI,3021
WOO00,AUTO ONE WOORI YALLOCK,3030
WRI02,WRIGHTS CLUTCH SERVICE,3030
WRI03,WRIGHTS TRUCK & TRAILER PARTS,3010
YAS01,AUTOPRO YASS,3021
YEL02,YELLA TERRA,3020
YES00,YESTERFORD,3020
ZED00,ZEDZ CLUTCH AND BRAKE SERVICE,3030
